Student_Name,Student_mail_id,Program,Cohort,Term,Placed_Not_Placed,CGPA,AI_Tutor_Usage,AI_Mentor_Usage,AI_TKT_Exam_Usage,JPT_Usage,Yoodli_Usage
Student_26_Sep-22,student26@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,3.87,None,Low,Medium,Medium,Low
Student_27_Sep-22,student27@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,2.59,High,Medium,Low,None,None
Student_28_Sep-22,student28@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,2.69,None,None,High,None,Medium
Student_29_Sep-22,student29@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,2.96,None,Medium,Low,Medium,None
Student_30_Sep-22,student30@sep-22.spjain.edu,MGB,Sep-22,Term 3,Placed,2.51,Medium,None,High,None,Medium
Student_31_Sep-22,student31@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.19,High,High,Low,None,Low
Student_32_Sep-22,student32@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.42,Medium,None,Medium,Medium,None
Student_33_Sep-22,student33@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,3.87,Medium,High,None,High,Medium
Student_34_Sep-22,student34@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,3.82,Low,High,Medium,None,None
Student_35_Sep-22,student35@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,2.61,High,Low,None,None,Medium
Student_36_Sep-22,student36@sep-22.spjain.edu,MGB,Sep-22,Term 3,Placed,3.26,None,High,High,None,None
Student_37_Sep-22,student37@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.78,None,High,High,Low,High
Student_38_Sep-22,student38@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,3.51,None,None,None,High,High
Student_39_Sep-22,student39@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,2.71,Low,Medium,Medium,High,High
Student_40_Sep-22,student40@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,2.69,None,Medium,High,High,Low
Student_41_Sep-22,student41@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,3.04,Medium,High,Medium,None,High
Student_42_Sep-22,student42@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,3.54,None,High,High,High,None
Student_43_Sep-22,student43@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,3.06,Medium,Medium,High,High,None
Student_44_Sep-22,student44@sep-22.spjain.edu,MGB,Sep-22,Term 1,Placed,3.01,Medium,High,Medium,High,Medium
Student_45_Sep-22,student45@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,3.12,High,Low,Low,Medium,Medium
Student_46_Sep-22,student46@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,2.68,Medium,High,Low,Low,Medium
Student_47_Sep-22,student47@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,3.48,High,None,Medium,None,Medium
Student_48_Sep-22,student48@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,3.47,Low,High,High,Medium,None
Student_49_Sep-22,student49@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.97,High,Medium,Low,High,Low
Student_50_Sep-22,student50@sep-22.spjain.edu,MGB,Sep-22,Term 4,Placed,3.0,Low,None,High,Low,High
Student_51_Sep-22,student51@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,3.27,Medium,High,Medium,High,High
Student_52_Sep-22,student52@sep-22.spjain.edu,MGB,Sep-22,Term 3,Placed,3.61,Medium,High,High,Medium,Low
Student_53_Sep-22,student53@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,2.8,None,Medium,High,Medium,None
Student_54_Sep-22,student54@sep-22.spjain.edu,MGB,Sep-22,Term 3,Placed,2.92,High,None,Low,High,Medium
Student_55_Sep-22,student55@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,2.86,High,Medium,Medium,None,Low
Student_56_Sep-22,student56@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,3.44,High,None,High,Medium,High
Student_57_Sep-22,student57@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,2.69,Medium,Medium,Medium,High,None
Student_58_Sep-22,student58@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,2.75,Medium,Medium,None,Medium,Medium
Student_59_Sep-22,student59@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.36,Medium,Low,None,High,Low
Student_60_Sep-22,student60@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,2.75,None,None,None,Medium,None
Student_61_Sep-22,student61@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,3.14,High,Low,Medium,Medium,Low
Student_62_Sep-22,student62@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,2.96,Low,None,None,High,Low
Student_63_Sep-22,student63@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,2.79,Medium,High,High,Low,None
Student_64_Sep-22,student64@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,3.91,Low,None,None,Low,High
Student_65_Sep-22,student65@sep-22.spjain.edu,MGB,Sep-22,Term 4,Placed,3.99,High,None,Medium,Medium,None
Student_66_Sep-22,student66@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.26,None,Low,High,None,None
Student_67_Sep-22,student67@sep-22.spjain.edu,MGB,Sep-22,Term 2,Placed,3.22,Low,High,Medium,Low,None
Student_68_Sep-22,student68@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,2.87,Medium,High,High,High,None
Student_69_Sep-22,student69@sep-22.spjain.edu,MGB,Sep-22,Term 4,Placed,3.28,Medium,None,Medium,None,Low
Student_70_Sep-22,student70@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.38,None,High,High,Low,Medium
Student_71_Sep-22,student71@sep-22.spjain.edu,MGB,Sep-22,Term 3,Placed,3.9,None,Low,High,Medium,None
Student_72_Sep-22,student72@sep-22.spjain.edu,MGB,Sep-22,Term 1,Placed,2.6,None,None,Low,None,Medium
Student_73_Sep-22,student73@sep-22.spjain.edu,MGB,Sep-22,Term 2,Not Placed,2.78,Medium,Medium,None,Medium,High
Student_74_Sep-22,student74@sep-22.spjain.edu,MGB,Sep-22,Term 4,Placed,2.78,High,Medium,Medium,Low,None
Student_75_Sep-22,student75@sep-22.spjain.edu,MGB,Sep-22,Term 4,Placed,3.8,Medium,High,Low,High,None
Student_76_Sep-22,student76@sep-22.spjain.edu,MGB,Sep-22,Term 1,Not Placed,2.6,High,Medium,None,None,High
Student_77_Sep-22,student77@sep-22.spjain.edu,MGB,Sep-22,Term 1,Placed,2.9,High,High,High,Medium,High
Student_78_Sep-22,student78@sep-22.spjain.edu,MGB,Sep-22,Term 4,Not Placed,3.9,None,Low,None,Low,Low
Student_79_Sep-22,student79@sep-22.spjain.edu,MGB,Sep-22,Term 3,Not Placed,3.73,Low,None,None,High,Low
Student_80_Sep-22,student80@sep-22.spjain.edu,MGB,Sep-22,Term 3,Placed,2.5,None,Medium,High,High,Low
Student_1_Jan-22,student1@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,3.43,None,None,Medium,High,Low
Student_2_Jan-22,student2@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.81,Low,None,Medium,None,None
Student_3_Jan-22,student3@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.14,None,High,None,Low,Medium
Student_4_Jan-22,student4@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.69,High,Low,None,Medium,None
Student_5_Jan-22,student5@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.49,Medium,Medium,Medium,Medium,High
Student_6_Jan-22,student6@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.99,High,Medium,Low,None,Low
Student_7_Jan-22,student7@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.5,High,Medium,None,High,Low
Student_8_Jan-22,student8@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,3.47,None,None,None,Medium,Medium
Student_9_Jan-22,student9@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,2.94,High,High,Low,Medium,High
Student_10_Jan-22,student10@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.78,None,High,Low,High,Medium
Student_11_Jan-22,student11@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.98,Low,Medium,Medium,High,None
Student_12_Jan-22,student12@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,2.97,Low,Medium,None,None,Medium
Student_13_Jan-22,student13@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.62,High,Low,Low,High,Low
Student_14_Jan-22,student14@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.24,None,High,Low,Medium,Medium
Student_15_Jan-22,student15@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,3.88,Medium,None,None,Low,Medium
Student_16_Jan-22,student16@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.01,None,Low,None,None,High
Student_17_Jan-22,student17@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,3.54,Medium,None,High,Medium,Low
Student_18_Jan-22,student18@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.19,Medium,Medium,None,None,Low
Student_19_Jan-22,student19@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.83,Medium,High,Low,High,Medium
Student_20_Jan-22,student20@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,3.52,Medium,High,High,Low,None
Student_21_Jan-22,student21@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.68,Low,None,Medium,None,Medium
Student_22_Jan-22,student22@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,2.86,None,Low,Medium,None,High
Student_23_Jan-22,student23@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.91,None,Low,High,High,High
Student_24_Jan-22,student24@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.23,Medium,High,None,Low,High
Student_25_Jan-22,student25@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.23,None,Low,Medium,High,Low
Student_26_Jan-22,student26@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.11,High,None,None,High,High
Student_27_Jan-22,student27@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.77,Medium,High,None,Low,High
Student_28_Jan-22,student28@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.36,Medium,High,Low,High,High
Student_29_Jan-22,student29@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.05,Medium,None,High,Medium,Low
Student_30_Jan-22,student30@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.49,None,Medium,None,Low,Low
Student_31_Jan-22,student31@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,3.49,High,Medium,High,Medium,Medium
Student_32_Jan-22,student32@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.94,Medium,Low,Low,Medium,None
Student_33_Jan-22,student33@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,2.89,Medium,None,None,High,Low
Student_34_Jan-22,student34@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.3,High,Low,Medium,Low,Medium
Student_35_Jan-22,student35@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,2.97,None,None,High,Medium,High
Student_36_Jan-22,student36@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.3,None,High,Low,High,Low
Student_37_Jan-22,student37@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,2.72,Medium,Low,High,High,None
Student_38_Jan-22,student38@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.93,High,Medium,Low,None,High
Student_39_Jan-22,student39@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,3.33,High,High,Medium,Low,None
Student_40_Jan-22,student40@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.71,None,None,Medium,Low,High
Student_41_Jan-22,student41@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.71,Low,High,Low,Medium,None
Student_42_Jan-22,student42@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.16,Low,None,Low,Low,None
Student_43_Jan-22,student43@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.45,High,Low,None,Low,High
Student_44_Jan-22,student44@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.59,High,Medium,High,High,Low
Student_45_Jan-22,student45@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.94,None,Medium,None,None,High
Student_46_Jan-22,student46@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.42,High,None,Low,Medium,High
Student_47_Jan-22,student47@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.51,Medium,Medium,High,Low,Medium
Student_48_Jan-22,student48@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.13,None,Medium,Low,High,Low
Student_49_Jan-22,student49@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.94,None,Low,Low,Medium,High
Student_50_Jan-22,student50@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.88,High,None,None,High,Low
Student_51_Jan-22,student51@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,2.99,Low,High,High,Low,Medium
Student_52_Jan-22,student52@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.51,None,None,Medium,High,Medium
Student_53_Jan-22,student53@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.87,High,Medium,Low,Medium,None
Student_54_Jan-22,student54@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.95,None,Medium,Low,High,None
Student_55_Jan-22,student55@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,2.71,None,High,Low,Medium,High
Student_56_Jan-22,student56@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,2.56,None,None,Low,High,Medium
Student_57_Jan-22,student57@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.94,Low,High,None,None,None
Student_58_Jan-22,student58@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.63,None,None,Medium,High,High
Student_59_Jan-22,student59@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,2.73,High,Medium,High,Low,None
Student_60_Jan-22,student60@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,3.22,Low,None,High,None,Medium
Student_61_Jan-22,student61@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.87,High,Low,Medium,None,Medium
Student_62_Jan-22,student62@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.55,Medium,Medium,Medium,Medium,High
Student_63_Jan-22,student63@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,2.56,Medium,Medium,None,High,Medium
Student_64_Jan-22,student64@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.07,Low,Medium,Medium,Low,None
Student_65_Jan-22,student65@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.26,High,Low,High,Low,Low
Student_66_Jan-22,student66@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,3.57,Medium,Low,High,Medium,High
Student_67_Jan-22,student67@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.49,Low,Medium,Low,None,Low
Student_68_Jan-22,student68@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Not Placed,2.78,None,Low,Low,Low,High
Student_69_Jan-22,student69@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,3.52,Medium,Low,Low,Low,Low
Student_70_Jan-22,student70@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,2.82,None,High,High,Medium,High
Student_71_Jan-22,student71@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,2.79,None,High,High,Low,Low
Student_72_Jan-22,student72@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.3,Medium,High,Medium,Medium,None
Student_73_Jan-22,student73@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,3.84,None,High,None,High,None
Student_74_Jan-22,student74@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,2.75,Low,Medium,Low,High,High
Student_75_Jan-22,student75@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.24,High,Medium,None,None,None
Student_76_Jan-22,student76@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.81,High,Medium,Medium,High,None
Student_77_Jan-22,student77@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Not Placed,3.78,Low,Low,High,Medium,Medium
Student_78_Jan-22,student78@jan-22.spjain.edu,GMBA,Jan-22,Term 1,Placed,2.94,Medium,Low,Medium,Low,High
Student_79_Jan-22,student79@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,3.3,High,Low,Low,Low,High
Student_80_Jan-22,student80@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.11,Low,Low,High,High,Low
Student_81_Jan-22,student81@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,2.77,High,High,None,Low,Medium
Student_82_Jan-22,student82@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,2.99,Medium,None,Medium,None,Medium
Student_83_Jan-22,student83@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.72,None,High,None,Medium,None
Student_84_Jan-22,student84@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.78,None,Medium,Low,High,Low
Student_85_Jan-22,student85@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,3.73,Medium,High,Medium,High,None
Student_86_Jan-22,student86@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.86,None,High,Medium,High,High
Student_87_Jan-22,student87@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Not Placed,2.53,High,High,Medium,Medium,High
Student_88_Jan-22,student88@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.91,High,High,High,Low,High
Student_89_Jan-22,student89@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,3.22,None,Medium,Low,Low,None
Student_90_Jan-22,student90@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Placed,2.58,Low,High,High,High,High
Student_91_Jan-22,student91@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.27,None,Medium,High,Medium,High
Student_92_Jan-22,student92@jan-22.spjain.edu,GMBA,Jan-22,Term 2,Not Placed,3.08,Low,Low,Medium,None,High
Student_93_Jan-22,student93@jan-22.spjain.edu,GMBA,Jan-22,Term 4,Placed,3.99,Medium,High,Low,Low,High
Student_94_Jan-22,student94@jan-22.spjain.edu,GMBA,Jan-22,Term 3,Placed,3.04,High,High,Medium,Medium,None
Student_1_May-22,student1@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,3.52,Medium,Low,Low,Low,High
Student_2_May-22,student2@may-22.spjain.edu,GMBA,May-22,Term 3,Not Placed,3.49,Low,High,High,Medium,Medium
Student_3_May-22,student3@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,3.09,None,High,High,None,Low
Student_4_May-22,student4@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,2.98,Medium,Medium,None,Low,Low
Student_5_May-22,student5@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,3.22,None,Low,Medium,Medium,None
Student_6_May-22,student6@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,3.31,None,Medium,None,High,None
Student_7_May-22,student7@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,2.85,High,Medium,High,Low,None
Student_8_May-22,student8@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,2.59,Low,Low,Medium,Low,None
Student_9_May-22,student9@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,2.86,Medium,High,Medium,High,Medium
Student_10_May-22,student10@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,3.54,None,Low,High,High,High
Student_11_May-22,student11@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,2.55,Low,Medium,High,Medium,High
Student_12_May-22,student12@may-22.spjain.edu,GMBA,May-22,Term 1,Not Placed,2.72,Medium,None,Medium,Low,None
Student_13_May-22,student13@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,3.17,High,Low,High,Medium,High
Student_14_May-22,student14@may-22.spjain.edu,GMBA,May-22,Term 1,Placed,3.25,High,None,None,None,Low
Student_15_May-22,student15@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,3.14,Medium,Low,High,None,Medium
Student_16_May-22,student16@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,3.43,Medium,None,Medium,High,None
Student_17_May-22,student17@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,3.48,None,None,Medium,High,Low
Student_18_May-22,student18@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,2.9,High,High,Low,Low,High
Student_19_May-22,student19@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,2.74,High,High,Medium,High,Low
Student_20_May-22,student20@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,3.46,High,Medium,Low,High,High
Student_21_May-22,student21@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,2.57,High,Low,High,Low,Low
Student_22_May-22,student22@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,2.97,None,Low,Medium,High,Low
Student_23_May-22,student23@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,3.25,Medium,High,None,None,High
Student_24_May-22,student24@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,2.73,None,High,High,Medium,Medium
Student_25_May-22,student25@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,3.99,Low,None,Medium,Low,Low
Student_26_May-22,student26@may-22.spjain.edu,GMBA,May-22,Term 3,Not Placed,2.56,None,Medium,Medium,High,Medium
Student_27_May-22,student27@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,3.71,Medium,Low,High,None,High
Student_28_May-22,student28@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,2.75,Low,Medium,High,Low,Low
Student_29_May-22,student29@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,2.61,None,Low,None,Low,None
Student_30_May-22,student30@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,3.96,None,High,Low,Low,None
Student_31_May-22,student31@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,3.16,Low,Low,High,None,None
Student_32_May-22,student32@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,3.43,High,Medium,High,Medium,High
Student_33_May-22,student33@may-22.spjain.edu,GMBA,May-22,Term 3,Not Placed,2.74,None,High,Medium,None,None
Student_34_May-22,student34@may-22.spjain.edu,GMBA,May-22,Term 1,Not Placed,3.2,None,High,High,Medium,High
Student_35_May-22,student35@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,2.8,Low,High,Low,Low,None
Student_36_May-22,student36@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,2.67,None,High,Medium,None,Medium
Student_37_May-22,student37@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,3.35,None,High,Low,None,None
Student_38_May-22,student38@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,2.82,High,None,Low,Low,Medium
Student_39_May-22,student39@may-22.spjain.edu,GMBA,May-22,Term 1,Placed,2.6,None,High,Low,None,None
Student_40_May-22,student40@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,2.78,High,High,None,Low,Low
Student_41_May-22,student41@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,3.02,None,None,None,Medium,None
Student_42_May-22,student42@may-22.spjain.edu,GMBA,May-22,Term 3,Not Placed,3.73,Medium,High,Medium,Low,Low
Student_43_May-22,student43@may-22.spjain.edu,GMBA,May-22,Term 1,Placed,3.84,Medium,None,Low,High,None
Student_44_May-22,student44@may-22.spjain.edu,GMBA,May-22,Term 3,Placed,3.98,Medium,None,High,High,Medium
Student_45_May-22,student45@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,3.54,Medium,None,Medium,Low,Medium
Student_46_May-22,student46@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,3.06,Low,High,Low,Low,High
Student_47_May-22,student47@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,3.12,Low,Low,None,Low,High
Student_48_May-22,student48@may-22.spjain.edu,GMBA,May-22,Term 2,Not Placed,3.14,Medium,Medium,None,None,Low
Student_49_May-22,student49@may-22.spjain.edu,GMBA,May-22,Term 4,Not Placed,3.55,High,High,High,High,High
Student_50_May-22,student50@may-22.spjain.edu,GMBA,May-22,Term 4,Placed,3.24,High,None,High,Low,None
Student_51_May-22,student51@may-22.spjain.edu,GMBA,May-22,Term 2,Placed,3.67,None,High,Medium,None,High
Student_52_May-22,student52@may-22.spjain.edu,GMBA,May-22,Term 3,Not Placed,3.12,None,High,Low,Medium,Low
Student_53_May-22,student53@may-22.spjain.edu,GMBA,May-22,Term 3,Not Placed,2.96,None,Medium,High,None,High
Student_54_May-22,student54@may-22.spjain.edu,GMBA,May-22,Term 1,Placed,2.73,Low,Low,Low,Medium,None
